field_1;yLat;xLon;total;MRGID;GEONAME;MRGID_TER1;POL_TYPE;MRGID_SOV1;TERRITORY1;ISO_TER1;SOVEREIGN1;MRGID_TER2;MRGID_SOV2;TERRITORY2;ISO_TER2;SOVEREIGN2;MRGID_TER3;MRGID_SOV3;TERRITORY3;ISO_TER3;SOVEREIGN3;X_1;Y_1;MRGID_EEZ;AREA_KM2;ISO_SOV1;ISO_SOV2;ISO_SOV3;UN_SOV1;UN_SOV2;UN_SOV3;UN_TER1;UN_TER2;UN_TER3
526;1,5;-7,5;1064740;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
527;1,5;-6,5;1639010;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
531;1,5;-2,5;667030;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
532;1,5;-1,5;495600;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
537;1,5;3,5;1367530;8397,0;Sao Tome and Principe Exclusive Economic Zone;2238,0;200NM;2238,0;Sao Tome and Principe;STP;Sao Tome and Principe;0,0;0,0;;;;0,0;0,0;;;;6,35335;0,7791;8397,0;130844,0;STP;;;678;;;678;;
538;1,5;4,5;611780;21797,0;Joint regime area Nigeria / Sao Tome and Principe;2238,0;Joint regime;2238,0;Sao Tome and Principe;STP;Sao Tome and Principe;2253,0;2253,0;Nigeria;NGA;Nigeria;0,0;0,0;;;;5,58699;2,0676;21797,0;34534,0;STP;NGA;;678;566;;678;566;
539;1,5;5,5;233940;21797,0;Joint regime area Nigeria / Sao Tome and Principe;2238,0;Joint regime;2238,0;Sao Tome and Principe;STP;Sao Tome and Principe;2253,0;2253,0;Nigeria;NGA;Nigeria;0,0;0,0;;;;5,58699;2,0676;21797,0;34534,0;STP;NGA;;678;566;;678;566;
540;1,5;6,5;16040;8397,0;Sao Tome and Principe Exclusive Economic Zone;2238,0;200NM;2238,0;Sao Tome and Principe;STP;Sao Tome and Principe;0,0;0,0;;;;0,0;0,0;;;;6,35335;0,7791;8397,0;130844,0;STP;;;678;;;678;;
541;1,5;7,5;132400;8397,0;Sao Tome and Principe Exclusive Economic Zone;2238,0;200NM;2238,0;Sao Tome and Principe;STP;Sao Tome and Principe;0,0;0,0;;;;0,0;0,0;;;;6,35335;0,7791;8397,0;130844,0;STP;;;678;;;678;;
542;1,5;8,5;173210;8398,0;Equatorial Guinean Exclusive Economic Zone;2112,0;200NM;2112,0;Equatorial Guinea;GNQ;Equatorial Guinea;0,0;0,0;;;;0,0;0,0;;;;5,43745;-1,37183;8398,0;304133,0;GNQ;;;226;;;226;;
548;2,5;-26,5;40770;8464,0;Brazilian Exclusive Economic Zone;2143,0;200NM;2143,0;Brazil;BRA;Brazil;0,0;0,0;;;;0,0;0,0;;;;-39,44423;-11,09799;8464,0;3205183,0;BRA;;;76;;;76;;
564;2,5;-10,5;721300;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
565;2,5;-9,5;306560;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
566;2,5;-8,5;370890;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
567;2,5;-7,5;796510;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
568;2,5;-6,5;730810;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
569;2,5;-5,5;861610;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
570;2,5;-4,5;582850;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
571;2,5;-3,5;473870;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
572;2,5;-2,5;395930;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
573;2,5;-1,5;413720;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
574;2,5;-0,5;554530;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
575;2,5;0,5;82810;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
576;2,5;1,5;173530;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
578;2,5;3,5;19580;8474,0;Nigerian Exclusive Economic Zone;2253,0;200NM;2253,0;Nigeria;NGA;Nigeria;0,0;0,0;;;;0,0;0,0;;;;4,82275;4,08512;8474,0;179048,0;NGA;;;566;;;566;;
579;2,5;6,5;1820;21797,0;Joint regime area Nigeria / Sao Tome and Principe;2238,0;Joint regime;2238,0;Sao Tome and Principe;STP;Sao Tome and Principe;2253,0;2253,0;Nigeria;NGA;Nigeria;0,0;0,0;;;;5,58699;2,0676;21797,0;34534,0;STP;NGA;;678;566;;678;566;
580;2,5;7,5;4950;8397,0;Sao Tome and Principe Exclusive Economic Zone;2238,0;200NM;2238,0;Sao Tome and Principe;STP;Sao Tome and Principe;0,0;0,0;;;;0,0;0,0;;;;6,35335;0,7791;8397,0;130844,0;STP;;;678;;;678;;
581;2,5;8,5;25310;8398,0;Equatorial Guinean Exclusive Economic Zone;2112,0;200NM;2112,0;Equatorial Guinea;GNQ;Equatorial Guinea;0,0;0,0;;;;0,0;0,0;;;;5,43745;-1,37183;8398,0;304133,0;GNQ;;;226;;;226;;
604;3,5;-12,5;133320;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
605;3,5;-11,5;172040;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
606;3,5;-10,5;378900;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
607;3,5;-9,5;264910;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
608;3,5;-8,5;289240;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
609;3,5;-7,5;212830;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
610;3,5;-6,5;429840;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
611;3,5;-5,5;603580;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
612;3,5;-4,5;380440;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
613;3,5;-3,5;441360;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
614;3,5;-2,5;567930;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
615;3,5;-1,5;306530;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
616;3,5;-0,5;200920;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
617;3,5;0,5;208950;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
618;3,5;1,5;353960;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
638;4,5;-13,5;76840;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
639;4,5;-12,5;93610;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
640;4,5;-11,5;60330;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
641;4,5;-10,5;610330;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
642;4,5;-9,5;595370;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
643;4,5;-8,5;113580;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
645;4,5;-6,5;57560;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
646;4,5;-5,5;205490;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
647;4,5;-4,5;453140;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
648;4,5;-3,5;423290;8473,0;Ivory Coast Exclusive Economic Zone;2161,0;200NM;2161,0;Ivory Coast;CIV;Ivory Coast;0,0;0,0;;;;0,0;0,0;;;;-5,45221;3,30891;8473,0;171760,0;CIV;;;384;;;384;;
649;4,5;-2,5;129100;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
650;4,5;-1,5;52740;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
651;4,5;-0,5;82290;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
652;4,5;0,5;16280;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
653;4,5;1,5;170270;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
670;5,5;-15,5;99420;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
671;5,5;-14,5;115360;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
672;5,5;-13,5;461750;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
673;5,5;-12,5;230940;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
674;5,5;-11,5;556960;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
675;5,5;-10,5;494630;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
677;5,5;0,5;27110;8400,0;Ghanaian Exclusive Economic Zone;2100,0;200NM;2100,0;Ghana;GHA;Ghana;0,0;0,0;;;;0,0;0,0;;;;-0,85027;3,50201;8400,0;227500,0;GHA;;;288;;;288;;
694;6,5;-15,5;365520;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
695;6,5;-14,5;654110;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
696;6,5;-13,5;1123320;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
697;6,5;-12,5;2136980;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
698;6,5;-11,5;681960;8391,0;Liberian Exclusive Economic Zone;2105,0;200NM;2105,0;Liberia;LBR;Liberia;0,0;0,0;;;;0,0;0,0;;;;-10,17763;3,8028;8391,0;251781,0;LBR;;;430;;;430;;
712;7,5;-16,5;395660;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
713;7,5;-15,5;1348110;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
714;7,5;-14,5;3044920;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
715;7,5;-13,5;760980;8390,0;Sierra Leonian Exclusive Economic Zone;2191,0;200NM;2191,0;Sierra Leone;SLE;Sierra Leone;0,0;0,0;;;;0,0;0,0;;;;-14,14468;6,63541;8390,0;160584,0;SLE;;;694;;;694;;
735;8,5;-16,5;534160;8472,0;Guinean Exclusive Economic Zone;2122,0;200NM;2122,0;Guinea;GIN;Guinea;0,0;0,0;;;;0,0;0,0;;;;-15,62051;9,18114;8472,0;102163,0;GIN;;;324;;;324;;
736;8,5;-15,5;437010;8472,0;Guinean Exclusive Economic Zone;2122,0;200NM;2122,0;Guinea;GIN;Guinea;0,0;0,0;;;;0,0;0,0;;;;-15,62051;9,18114;8472,0;102163,0;GIN;;;324;;;324;;
737;8,5;-14,5;1749270;8472,0;Guinean Exclusive Economic Zone;2122,0;200NM;2122,0;Guinea;GIN;Guinea;0,0;0,0;;;;0,0;0,0;;;;-15,62051;9,18114;8472,0;102163,0;GIN;;;324;;;324;;
752;9,5;-18,5;149900;8471,0;Guinea Bissau Exclusive Economic Zone;8685,0;200NM;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;0,0;0,0;;;;-17,5672;10,58066;8471,0;106870,0;GNB;;;624;;;624;;
753;9,5;-17,5;554800;8471,0;Guinea Bissau Exclusive Economic Zone;8685,0;200NM;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;0,0;0,0;;;;-17,5672;10,58066;8471,0;106870,0;GNB;;;624;;;624;;
754;9,5;-16,5;323460;8472,0;Guinean Exclusive Economic Zone;2122,0;200NM;2122,0;Guinea;GIN;Guinea;0,0;0,0;;;;0,0;0,0;;;;-15,62051;9,18114;8472,0;102163,0;GIN;;;324;;;324;;
755;9,5;-15,5;257240;8472,0;Guinean Exclusive Economic Zone;2122,0;200NM;2122,0;Guinea;GIN;Guinea;0,0;0,0;;;;0,0;0,0;;;;-15,62051;9,18114;8472,0;102163,0;GIN;;;324;;;324;;
771;10,5;-19,5;509960;8471,0;Guinea Bissau Exclusive Economic Zone;8685,0;200NM;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;0,0;0,0;;;;-17,5672;10,58066;8471,0;106870,0;GNB;;;624;;;624;;
771;10,5;-19,5;509960;48964,0;Joint regime area Senegal / Guinea Bissau;2225,0;Joint regime;2225,0;Senegal;SEN;Senegal;8685,0;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;-18,77443;11,261;48964,0;63460,0;SEN;GNB;;686;624;;686;624;
772;10,5;-18,5;197440;8471,0;Guinea Bissau Exclusive Economic Zone;8685,0;200NM;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;0,0;0,0;;;;-17,5672;10,58066;8471,0;106870,0;GNB;;;624;;;624;;
772;10,5;-18,5;197440;48964,0;Joint regime area Senegal / Guinea Bissau;2225,0;Joint regime;2225,0;Senegal;SEN;Senegal;8685,0;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;-18,77443;11,261;48964,0;63460,0;SEN;GNB;;686;624;;686;624;
773;10,5;-17,5;342960;8471,0;Guinea Bissau Exclusive Economic Zone;8685,0;200NM;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;0,0;0,0;;;;-17,5672;10,58066;8471,0;106870,0;GNB;;;624;;;624;;
774;10,5;-16,5;141170;8471,0;Guinea Bissau Exclusive Economic Zone;8685,0;200NM;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;0,0;0,0;;;;-17,5672;10,58066;8471,0;106870,0;GNB;;;624;;;624;;
785;11,5;-24,5;491200;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
790;11,5;-19,5;365380;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
790;11,5;-19,5;365380;48964,0;Joint regime area Senegal / Guinea Bissau;2225,0;Joint regime;2225,0;Senegal;SEN;Senegal;8685,0;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;-18,77443;11,261;48964,0;63460,0;SEN;GNB;;686;624;;686;624;
791;11,5;-18,5;174930;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
791;11,5;-18,5;174930;48964,0;Joint regime area Senegal / Guinea Bissau;2225,0;Joint regime;2225,0;Senegal;SEN;Senegal;8685,0;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;-18,77443;11,261;48964,0;63460,0;SEN;GNB;;686;624;;686;624;
