field_1;yLat;xLon;total;MRGID;GEONAME;MRGID_TER1;POL_TYPE;MRGID_SOV1;TERRITORY1;ISO_TER1;SOVEREIGN1;MRGID_TER2;MRGID_SOV2;TERRITORY2;ISO_TER2;SOVEREIGN2;MRGID_TER3;MRGID_SOV3;TERRITORY3;ISO_TER3;SOVEREIGN3;X_1;Y_1;MRGID_EEZ;AREA_KM2;ISO_SOV1;ISO_SOV2;ISO_SOV3;UN_SOV1;UN_SOV2;UN_SOV3;UN_TER1;UN_TER2;UN_TER3
792;11,5;-17,5;428340;8471,0;Guinea Bissau Exclusive Economic Zone;8685,0;200NM;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;0,0;0,0;;;;-17,5672;10,58066;8471,0;106870,0;GNB;;;624;;;624;;
792;11,5;-17,5;428340;48964,0;Joint regime area Senegal / Guinea Bissau;2225,0;Joint regime;2225,0;Senegal;SEN;Senegal;8685,0;8685,0;Guinea-Bissau;GNB;Guinea-Bissau;0,0;0,0;;;;-18,77443;11,261;48964,0;63460,0;SEN;GNB;;686;624;;686;624;
801;12,5;-26,5;384450;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
802;12,5;-25,5;670910;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
803;12,5;-24,5;965590;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
804;12,5;-23,5;945840;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
805;12,5;-22,5;463800;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
806;12,5;-21,5;253980;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
808;12,5;-19,5;125390;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
809;12,5;-18,5;691940;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
810;12,5;-17,5;72670;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
817;13,5;-27,5;162900;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
818;13,5;-26,5;469440;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
819;13,5;-25,5;509200;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
820;13,5;-24,5;318770;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
821;13,5;-23,5;593630;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
822;13,5;-22,5;507140;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
823;13,5;-21,5;488480;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
824;13,5;-20,5;843450;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
825;13,5;-19,5;218770;8370,0;Gambian Exclusive Economic Zone;2113,0;200NM;2113,0;Gambia;GMB;Gambia;0,0;0,0;;;;0,0;0,0;;;;-18,38751;13,32867;8370,0;23097,0;GMB;;;270;;;270;;
826;13,5;-18,5;424470;8370,0;Gambian Exclusive Economic Zone;2113,0;200NM;2113,0;Gambia;GMB;Gambia;0,0;0,0;;;;0,0;0,0;;;;-18,38751;13,32867;8370,0;23097,0;GMB;;;270;;;270;;
827;13,5;-17,5;53520;8370,0;Gambian Exclusive Economic Zone;2113,0;200NM;2113,0;Gambia;GMB;Gambia;0,0;0,0;;;;0,0;0,0;;;;-18,38751;13,32867;8370,0;23097,0;GMB;;;270;;;270;;
833;14,5;-27,5;140280;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
834;14,5;-26,5;116570;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
835;14,5;-25,5;295990;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
836;14,5;-24,5;213970;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
837;14,5;-23,5;77950;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
838;14,5;-22,5;271600;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
839;14,5;-21,5;66140;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
840;14,5;-20,5;223100;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
841;14,5;-19,5;103530;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
842;14,5;-18,5;1144730;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
843;14,5;-17,5;565680;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
847;15,5;-27,5;50250;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
848;15,5;-26,5;70590;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
849;15,5;-25,5;90000;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
850;15,5;-22,5;189580;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
851;15,5;-21,5;181990;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
852;15,5;-20,5;420680;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
853;15,5;-19,5;166360;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
854;15,5;-18,5;1023350;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
855;15,5;-17,5;527950;8371,0;Senegalese Exclusive Economic Zone;2225,0;200NM;2225,0;Senegal;SEN;Senegal;0,0;0,0;;;;0,0;0,0;;;;-18,50357;13,69463;8371,0;158358,0;SEN;;;686;;;686;;
858;16,5;-28,5;20390;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
859;16,5;-27,5;129010;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
860;16,5;-26,5;72020;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
861;16,5;-25,5;102780;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
862;16,5;-22,5;158050;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
863;16,5;-21,5;664980;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
864;16,5;-20,5;1116650;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
865;16,5;-19,5;1361710;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
866;16,5;-18,5;1540210;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
867;16,5;-17,5;1472860;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
869;17,5;-28,5;77790;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
870;17,5;-24,5;21470;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
871;17,5;-23,5;25280;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
872;17,5;-22,5;202050;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
873;17,5;-21,5;221650;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
874;17,5;-20,5;2710840;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
875;17,5;-19,5;2927650;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
876;17,5;-18,5;2165720;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
877;17,5;-17,5;6149160;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
878;17,5;-16,5;1237070;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
879;18,5;-25,5;12560;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
880;18,5;-24,5;20010;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
881;18,5;-23,5;11990;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
882;18,5;-22,5;470000;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
883;18,5;-21,5;893560;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
884;18,5;-20,5;2566100;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
885;18,5;-19,5;5095040;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
886;18,5;-18,5;6965060;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
887;18,5;-17,5;6005400;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
888;18,5;-16,5;846830;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
889;19,5;-27,5;25000;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
890;19,5;-25,5;22000;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
891;19,5;-24,5;65000;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
892;19,5;-23,5;148400;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
893;19,5;-22,5;195390;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
894;19,5;-21,5;333060;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
896;19,5;-19,5;4550820;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
897;19,5;-18,5;8503580;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
898;19,5;-17,5;7584450;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
899;19,5;-16,5;13630;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
901;20,5;-24,5;7390;8362,0;Cape Verdean Exclusive Economic Zone;2168,0;200NM;2168,0;Cape Verde;CPV;Cape Verde;0,0;0,0;;;;0,0;0,0;;;;-24,17164;16,0919;8362,0;801936,0;CPV;;;132;;;132;;
905;20,5;-20,5;1629050;8368,0;Overlapping claim Western Saharan Exclusive Economic Zone;8617,0;Overlapping claim;8617,0;Western Sahara;ESH;Western Sahara;8617,0;2221,0;Western Sahara;ESH;Morocco;0,0;0,0;;;;-17,69542;23,34236;8368,0;284054,0;ESH;MAR;;732;504;;732;732;
906;20,5;-19,5;2463510;8368,0;Overlapping claim Western Saharan Exclusive Economic Zone;8617,0;Overlapping claim;8617,0;Western Sahara;ESH;Western Sahara;8617,0;2221,0;Western Sahara;ESH;Morocco;0,0;0,0;;;;-17,69542;23,34236;8368,0;284054,0;ESH;MAR;;732;504;;732;732;
907;20,5;-18,5;6253410;8368,0;Overlapping claim Western Saharan Exclusive Economic Zone;8617,0;Overlapping claim;8617,0;Western Sahara;ESH;Western Sahara;8617,0;2221,0;Western Sahara;ESH;Morocco;0,0;0,0;;;;-17,69542;23,34236;8368,0;284054,0;ESH;MAR;;732;504;;732;732;
908;20,5;-17,5;561310;8369,0;Mauritanian Exclusive Economic Zone;2236,0;200NM;2236,0;Mauritania;MRT;Mauritania;0,0;0,0;;;;0,0;0,0;;;;-17,91755;18,24852;8369,0;173180,0;MRT;;;478;;;478;;
911;21,5;-20,5;25480;8368,0;Overlapping claim Western Saharan Exclusive Economic Zone;8617,0;Overlapping claim;8617,0;Western Sahara;ESH;Western Sahara;8617,0;2221,0;Western Sahara;ESH;Morocco;0,0;0,0;;;;-17,69542;23,34236;8368,0;284054,0;ESH;MAR;;732;504;;732;732;
917;24,5;-19,5;129570;8368,0;Overlapping claim Western Saharan Exclusive Economic Zone;8617,0;Overlapping claim;8617,0;Western Sahara;ESH;Western Sahara;8617,0;2221,0;Western Sahara;ESH;Morocco;0,0;0,0;;;;-17,69542;23,34236;8368,0;284054,0;ESH;MAR;;732;504;;732;732;
918;25,5;-19,5;29440;8364,0;Spanish Exclusive Economic Zone (Canary Islands);3743,0;200NM;2185,0;Canary Islands;;Spain;0,0;0,0;;;;0,0;0,0;;;;-17,61396;28,36715;8364,0;445910,0;ESP;;;724;;;;;
